pincode,district,state
110001,new delhi,delhi
110002,central,delhi
110003,south east,delhi
110004,new delhi,delhi
110005,central,delhi
110006,north,delhi
110007,north,delhi
110008,west,delhi
110009,north,delhi
110010,new delhi,delhi
110011,new delhi,delhi
110012,west,delhi
110013,south,delhi
110014,south,delhi
110015,west,delhi
110016,south,delhi
110017,south,delhi
110018,west,delhi
110019,south east,delhi
110020,south east,delhi
110021,new delhi,delhi
110022,new delhi,delhi
110023,new delhi,delhi
110024,south east,delhi
110025,south east,delhi
110026,west,delhi
110027,west,delhi
110028,new delhi,delhi
110029,south,delhi
110030,south,delhi
110031,shahdara,delhi
110032,shahdara,delhi
110033,north,delhi
110034,north west,delhi
110035,north west,delhi
110036,north,delhi
110037,new delhi,delhi
110038,new delhi,delhi
110039,north,delhi
110040,north,delhi
110041,west,delhi
110042,north,delhi
110043,west,delhi
110044,south,delhi
110045,south west,delhi
110046,new delhi,delhi
110047,south,delhi
110048,south east,delhi
110049,south east,delhi
110051,east,delhi
110052,north,delhi
110053,north east,delhi
110054,central,delhi
110055,central,delhi
110056,north west,delhi
110057,new delhi,delhi
110058,west,delhi
110059,west,delhi
110060,central,delhi
110061,new delhi,delhi
110062,south,delhi
110063,west,delhi
110064,west,delhi
110065,south east,delhi
110066,new delhi,delhi
110067,new delhi,delhi
110068,south,delhi
110069,new delhi,delhi
110070,new delhi,delhi
110071,south west,delhi
110072,south west,delhi
110073,south west,delhi
110074,south,delhi
110075,south west,delhi
110076,south,delhi
110077,south west,delhi
110078,south west,delhi
110080,south,delhi
110081,north west,delhi
110082,north,delhi
110083,north west,delhi
110084,central,delhi
110085,north west,delhi
110086,north west,delhi
110087,west,delhi
110088,north,delhi
110089,north west,delhi
110090,north east,delhi
110091,east,delhi
110092,east,delhi
110093,north east,delhi
110094,north east,delhi
110095,shahdara,delhi
110096,east,delhi
110097,south west,delhi
110099,north west,delhi
110102,new delhi,delhi
110106,north,delhi
110110,north west,delhi
110119,south east,delhi
110124,south,delhi
110151,shahdara,delhi
110195,shahdara,delhi
121001,faridabad,haryana
121002,faridabad,haryana
121003,faridabad,haryana
121004,faridabad,haryana
121005,faridabad,haryana
121006,faridabad,haryana
121007,faridabad,haryana
121008,faridabad,haryana
121009,faridabad,haryana
121010,faridabad,haryana
121012,faridabad,haryana
121013,faridabad,haryana
121014,faridabad,haryana
121015,faridabad,haryana
121101,faridabad,haryana
121102,palwal,haryana
121103,palwal,haryana
121105,palwal,haryana
121106,palwal,haryana
121107,palwal,haryana
121999,nan,nan
122001,gurugram,haryana
122002,gurugram,haryana
122003,gurugram,haryana
122004,gurugram,haryana
122005,gurugram,haryana
122006,gurugram,haryana
122007,gurugram,haryana
122008,gurugram,haryana
122009,gurugram,haryana
122010,gurugram,haryana
122011,gurugram,haryana
122012,gurugram,haryana
122015,gurugram,haryana
122016,gurugram,haryana
122017,gurugram,haryana
122018,gurugram,haryana
122051,gurugram,haryana
122052,gurugram,haryana
122098,gurugram,haryana
122101,gurugram,haryana
122102,gurugram,haryana
122103,gurugram,haryana
122104,nuh,haryana
122105,nuh,haryana
122107,nuh,haryana
122108,nuh,haryana
122413,gurugram,haryana
122414,gurugram,haryana
122502,rewari,haryana
122503,gurugram,haryana
122504,gurugram,haryana
122505,gurugram,haryana
122506,gurugram,haryana
122508,nuh,haryana
122998,nan,nan
122999,nan,nan
123001,mahendragarh,haryana
123021,mahendragarh,haryana
123023,mahendragarh,haryana
123024,mahendragarh,haryana
123027,mahendragarh,haryana
123028,mahendragarh,haryana
123029,mahendragarh,haryana
123031,mahendragarh,haryana
123034,mahendragarh,haryana
123035,rewari,haryana
123101,rewari,haryana
123102,rewari,haryana
123103,rewari,haryana
123106,rewari,haryana
123110,rewari,haryana
123301,rewari,haryana
123302,rewari,haryana
123303,rewari,haryana
123304,rewari,haryana
123401,rewari,haryana
123411,rewari,haryana
123412,rewari,haryana
123501,rewari,haryana
124001,rohtak,haryana
124010,rohtak,haryana
124021,rohtak,haryana
124022,rohtak,haryana
124102,jhajjar,haryana
124103,jhajjar,haryana
124104,jhajjar,haryana
124105,jhajjar,haryana
124106,jhajjar,haryana
124107,jhajjar,haryana
124108,jhajjar,haryana
124109,jhajjar,haryana
124111,rohtak,haryana
124112,rohtak,haryana
124113,rohtak,haryana
124141,jhajjar,haryana
124142,jhajjar,haryana
124146,jhajjar,haryana
124201,jhajjar,haryana
124202,jhajjar,haryana
124303,rohtak,haryana
124401,rohtak,haryana
124404,rohtak,haryana
124406,rohtak,haryana
124411,rohtak,haryana
124412,rohtak,haryana
124501,rohtak,haryana
124504,jhajjar,haryana
124505,jhajjar,haryana
124506,jhajjar,haryana
124507,jhajjar,haryana
124508,jhajjar,haryana
124513,rohtak,haryana
124514,rohtak,haryana
124515,rohtak,haryana
125001,hisar,haryana
125004,hisar,haryana
125005,hisar,haryana
125006,hisar,haryana
125007,hisar,haryana
125011,hisar,haryana
125033,hisar,haryana
125037,hisar,haryana
125038,hisar,haryana
125039,hisar,haryana
125042,hisar,haryana
125044,hisar,haryana
125047,hisar,haryana
125048,fatehabad,haryana
125049,hisar,haryana
125050,fatehabad,haryana
125051,fatehabad,haryana
125052,hisar,haryana
125053,fatehabad,haryana
125054,sirsa,haryana
125055,sirsa,haryana
125056,sirsa,haryana
125058,sirsa,haryana
125060,sirsa,haryana
125061,hisar,haryana
125075,sirsa,haryana
125076,sirsa,haryana
125077,sirsa,haryana
125078,sirsa,haryana
125101,sirsa,haryana
125102,sirsa,haryana
125103,sirsa,haryana
125104,sirsa,haryana
125106,fatehabad,haryana
125110,sirsa,haryana
125111,fatehabad,haryana
125112,hisar,haryana
125113,hisar,haryana
125120,fatehabad,haryana
125121,hisar,haryana
125133,fatehabad,haryana
125201,sirsa,haryana
126101,jind,haryana
126102,jind,haryana
126110,jind,haryana
126111,jind,haryana
126112,jind,haryana
126113,jind,haryana
126114,jind,haryana
126115,jind,haryana
126116,jind,haryana
126125,jind,haryana
126152,jind,haryana
127021,bhiwani,haryana
127022,charki dadri,haryana
127025,charki dadri,haryana
127026,charki dadri,haryana
127027,bhiwani,haryana
127028,bhiwani,haryana
127029,bhiwani,haryana
127030,bhiwani,haryana
127031,bhiwani,haryana
127032,bhiwani,haryana
127035,bhiwani,haryana
127040,bhiwani,haryana
127041,bhiwani,haryana
127042,charki dadri,haryana
127043,bhiwani,haryana
127045,bhiwani,haryana
127046,bhiwani,haryana
127111,bhiwani,haryana
127114,bhiwani,haryana
127201,bhiwani,haryana
127306,charki dadri,haryana
127307,charki dadri,haryana
127308,charki dadri,haryana
127309,bhiwani,haryana
127310,charki dadri,haryana
127311,bhiwani,haryana
127312,charki dadri,haryana
131001,sonipat,haryana
131021,sonipat,haryana
131022,sonipat,haryana
131023,sonipat,haryana
131024,sonipat,haryana
131027,sonipat,haryana
131028,sonipat,haryana
131029,sonipat,haryana
131030,sonipat,haryana
131039,sonipat,haryana
131101,sonipat,haryana
131102,sonipat,haryana
131103,sonipat,haryana
131301,sonipat,haryana
131302,sonipat,haryana
131304,sonipat,haryana
131305,sonipat,haryana
131306,sonipat,haryana
131402,sonipat,haryana
131403,sonipat,haryana
131408,sonipat,haryana
131409,sonipat,haryana
132001,karnal,haryana
132022,karnal,haryana
132023,karnal,haryana
132024,karnal,haryana
132035,nan,nan
132036,karnal,haryana
132037,karnal,haryana
132039,karnal,haryana
132040,karnal,haryana
132041,karnal,haryana
132046,karnal,haryana
132054,karnal,haryana
132101,panipat,haryana
132102,panipat,haryana
132103,panipat,haryana
132104,panipat,haryana
132105,panipat,haryana
132106,panipat,haryana
132107,panipat,haryana
132108,panipat,haryana
132113,panipat,haryana
132114,karnal,haryana
132115,panipat,haryana
132116,karnal,haryana
132117,karnal,haryana
132122,panipat,haryana
132140,panipat,haryana
132145,panipat,haryana
132157,karnal,haryana
133001,ambala,haryana
133004,ambala,haryana
133005,ambala,haryana
133006,ambala,haryana
133008,ambala,haryana
133010,ambala,haryana
133101,ambala,haryana
133102,ambala,haryana
133103,yamunanagar,haryana
133104,ambala,haryana
133201,ambala,haryana
133202,ambala,haryana
133203,ambala,haryana
133204,yamunanagar,haryana
133205,ambala,haryana
133206,ambala,haryana
133207,ambala,haryana
133301,panchkula,haryana
133302,panchkula,haryana
134003,ambala,haryana
134005,ambala,haryana
134007,ambala,haryana
134008,ambala,haryana
134101,panchkula,haryana
134102,panchkula,haryana
134103,panchkula,haryana
134104,panchkula,haryana
134105,panchkula,haryana
134107,panchkula,haryana
134108,panchkula,haryana
134109,panchkula,haryana
134112,panchkula,haryana
134113,panchkula,haryana
134114,panchkula,haryana
134116,panchkula,haryana
134117,panchkula,haryana
134118,panchkula,haryana
134201,ambala,haryana
134202,ambala,haryana
134203,ambala,haryana
134204,panchkula,haryana
134205,panchkula,haryana
134999,nan,nan
135001,yamunanagar,haryana
135002,yamunanagar,haryana
135003,yamunanagar,haryana
135004,yamunanagar,haryana
135021,yamunanagar,haryana
135101,yamunanagar,haryana
135102,yamunanagar,haryana
135103,yamunanagar,haryana
135106,yamunanagar,haryana
135133,yamunanagar,haryana
136020,kaithal,haryana
136021,kaithal,haryana
136026,kaithal,haryana
136027,kaithal,haryana
136030,kurukshetra,haryana
136033,kaithal,haryana
136034,kaithal,haryana
136035,kaithal,haryana
136038,kurukshetra,haryana
136042,kaithal,haryana
136043,kaithal,haryana
136044,kaithal,haryana
136117,kaithal,haryana
136118,kurukshetra,haryana
136119,kurukshetra,haryana
136128,kurukshetra,haryana
136129,kurukshetra,haryana
136130,kurukshetra,haryana
136131,kurukshetra,haryana
136132,kurukshetra,haryana
136134,kurukshetra,haryana
136135,kurukshetra,haryana
136136,kurukshetra,haryana
136156,kurukshetra,haryana
140001,rupnagar,punjab
140101,rupnagar,punjab
140102,rupnagar,punjab
140103,s.a.s nagar,punjab
140108,rupnagar,punjab
140109,s.a.s nagar,punjab
140110,s.a.s nagar,punjab
140111,rupnagar,punjab
140112,rupnagar,punjab
140113,rupnagar,punjab
140114,rupnagar,punjab
140115,rupnagar,punjab
140116,rupnagar,punjab
140117,rupnagar,punjab
140118,rupnagar,punjab
140119,rupnagar,punjab
140123,rupnagar,punjab
140124,rupnagar,punjab
140125,rupnagar,punjab
140126,rupnagar,punjab
140127,rupnagar,punjab
140128,rupnagar,punjab
140133,rupnagar,punjab
140201,s.a.s nagar,punjab
140301,s.a.s nagar,punjab
140306,s.a.s nagar,punjab
140307,s.a.s nagar,punjab
140308,s.a.s nagar,punjab
140401,patiala,punjab
140402,patiala,punjab
140405,fatehgarh sahib,punjab
140406,fatehgarh sahib,punjab
140407,fatehgarh sahib,punjab
140408,fatehgarh sahib,punjab
140412,fatehgarh sahib,punjab
140413,s.a.s nagar,punjab
140417,patiala,punjab
140501,s.a.s nagar,punjab
140506,s.a.s nagar,punjab
140507,s.a.s nagar,punjab
140601,patiala,punjab
140602,patiala,punjab
140603,s.a.s nagar,punjab
140604,s.a.s nagar,punjab
140701,patiala,punjab
140702,patiala,punjab
140802,fatehgarh sahib,punjab
140901,s.a.s nagar,punjab
141001,ludhiana,punjab
141002,ludhiana,punjab
141003,ludhiana,punjab
141004,ludhiana,punjab
141006,ludhiana,punjab
141007,ludhiana,punjab
141008,ludhiana,punjab
141010,ludhiana,punjab
141011,ludhiana,punjab
141012,ludhiana,punjab
141013,ludhiana,punjab
141014,ludhiana,punjab
141015,ludhiana,punjab
141016,ludhiana,punjab
141101,ludhiana,punjab
141102,ludhiana,punjab
141103,ludhiana,punjab
141104,ludhiana,punjab
141105,ludhiana,punjab
141106,ludhiana,punjab
141107,ludhiana,punjab
141108,ludhiana,punjab
141109,ludhiana,punjab
141110,ludhiana,punjab
141112,ludhiana,punjab
141113,ludhiana,punjab
141114,ludhiana,punjab
141115,ludhiana,punjab
141116,ludhiana,punjab
141117,ludhiana,punjab
141118,ludhiana,punjab
141119,ludhiana,punjab
141120,ludhiana,punjab
141121,ludhiana,punjab
141122,ludhiana,punjab
141123,ludhiana,punjab
141125,ludhiana,punjab
141126,ludhiana,punjab
141127,ludhiana,punjab
141201,ludhiana,punjab
141202,ludhiana,punjab
141203,ludhiana,punjab
141204,ludhiana,punjab
141205,ludhiana,punjab
141206,ludhiana,punjab
141401,ludhiana,punjab
141411,fatehgarh sahib,punjab
141412,ludhiana,punjab
141413,ludhiana,punjab
141414,ludhiana,punjab
141415,ludhiana,punjab
141416,ludhiana,punjab
141417,ludhiana,punjab
141418,ludhiana,punjab
141419,ludhiana,punjab
141421,ludhiana,punjab
141422,ludhiana,punjab
141801,fatehgarh sahib,punjab
142001,moga,punjab
142002,moga,punjab
142003,moga,punjab
142011,moga,punjab
142021,ludhiana,punjab
142022,ludhiana,punjab
142023,ludhiana,punjab
142024,ludhiana,punjab
142025,ludhiana,punjab
142026,ludhiana,punjab
142027,ludhiana,punjab
142029,ludhiana,punjab
142030,ludhiana,punjab
142031,ludhiana,punjab
142032,ludhiana,punjab
142033,ludhiana,punjab
142034,ludhiana,punjab
142035,ludhiana,punjab
142036,ludhiana,punjab
142037,moga,punjab
142038,moga,punjab
142039,moga,punjab
142040,moga,punjab
142041,moga,punjab
142042,moga,punjab
142043,moga,punjab
142044,firozepur,punjab
142045,moga,punjab
142046,moga,punjab
142047,firozepur,punjab
142048,moga,punjab
142049,moga,punjab
142050,firozepur,punjab
142052,firozepur,punjab
142053,moga,punjab
142054,moga,punjab
142055,moga,punjab
142056,moga,punjab
142057,moga,punjab
142058,moga,punjab
142060,firozepur,punjab
143001,amritsar,punjab
143002,amritsar,punjab
143004,amritsar,punjab
143005,amritsar,punjab
143006,amritsar,punjab
143008,amritsar,punjab
143009,amritsar,punjab
143022,amritsar,punjab
143101,amritsar,punjab
143102,amritsar,punjab
143103,amritsar,punjab
143105,amritsar,punjab
143107,amritsar,punjab
143108,amritsar,punjab
143109,amritsar,punjab
143111,amritsar,punjab
143112,amritsar,punjab
143113,amritsar,punjab
143114,amritsar,punjab
143115,amritsar,punjab
143116,amritsar,punjab
143117,tarn taran,punjab
143118,tarn taran,punjab
143119,amritsar,punjab
143149,amritsar,punjab
143201,amritsar,punjab
143202,amritsar,punjab
143203,amritsar,punjab
143204,amritsar,punjab
143205,amritsar,punjab
143301,tarn taran,punjab
143302,tarn taran,punjab
143303,tarn taran,punjab
143304,tarn taran,punjab
143305,tarn taran,punjab
143401,tarn taran,punjab
143402,tarn taran,punjab
143406,tarn taran,punjab
143407,tarn taran,punjab
143408,tarn taran,punjab
143409,tarn taran,punjab
143410,tarn taran,punjab
143411,tarn taran,punjab
143412,tarn taran,punjab
143413,amritsar,punjab
143414,tarn taran,punjab
143415,tarn taran,punjab
143416,tarn taran,punjab
143419,tarn taran,punjab
143422,tarn taran,punjab
143501,amritsar,punjab
143502,amritsar,punjab
143504,amritsar,punjab
143505,gurdaspur,punjab
143506,gurdaspur,punjab
143507,gurdaspur,punjab
143511,gurdaspur,punjab
143512,gurdaspur,punjab
143513,gurdaspur,punjab
143514,gurdaspur,punjab
143515,gurdaspur,punjab
143516,gurdaspur,punjab
143517,gurdaspur,punjab
143518,gurdaspur,punjab
143519,gurdaspur,punjab
143520,gurdaspur,punjab
143521,gurdaspur,punjab
143525,gurdaspur,punjab
143526,gurdaspur,punjab
143527,gurdaspur,punjab
143528,gurdaspur,punjab
143529,gurdaspur,punjab
143530,gurdaspur,punjab
143531,gurdaspur,punjab
143532,gurdaspur,punjab
143533,gurdaspur,punjab
143534,pathankot,punjab
143601,amritsar,punjab
143602,gurdaspur,punjab
143603,amritsar,punjab
143604,gurdaspur,punjab
143605,gurdaspur,punjab
143606,amritsar,punjab
144001,jalandhar,punjab
144002,jalandhar,punjab
144003,jalandhar,punjab
144005,jalandhar,punjab
144006,jalandhar,punjab
144007,jalandhar,punjab
144008,jalandhar,punjab
144009,jalandhar,punjab
144010,jalandhar,punjab
144020,jalandhar,punjab
144021,jalandhar,punjab
144022,jalandhar,punjab
144023,jalandhar,punjab
144024,jalandhar,punjab
144025,jalandhar,punjab
144026,jalandhar,punjab
144027,jalandhar,punjab
144028,jalandhar,punjab
144029,jalandhar,punjab
144030,jalandhar,punjab
144031,jalandhar,punjab
144032,jalandhar,punjab
144033,jalandhar,punjab
144034,jalandhar,punjab
144035,jalandhar,punjab
144036,jalandhar,punjab
144037,jalandhar,punjab
144039,jalandhar,punjab
144040,jalandhar,punjab
144041,jalandhar,punjab
144042,jalandhar,punjab
144043,jalandhar,punjab
144044,jalandhar,punjab
144101,jalandhar,punjab
144102,jalandhar,punjab
144103,jalandhar,punjab
144104,jalandhar,punjab
144105,hoshiarpur,punjab
144106,jalandhar,punjab
144201,jalandhar,punjab
144202,hoshiarpur,punjab
144204,hoshiarpur,punjab
144205,hoshiarpur,punjab
144206,hoshiarpur,punjab
144207,hoshiarpur,punjab
144208,hoshiarpur,punjab
144209,hoshiarpur,punjab
144210,hoshiarpur,punjab
144211,hoshiarpur,punjab
144212,hoshiarpur,punjab
144213,hoshiarpur,punjab
144214,hoshiarpur,punjab
144216,hoshiarpur,punjab
144221,hoshiarpur,punjab
144222,hoshiarpur,punjab
144223,hoshiarpur,punjab
144224,hoshiarpur,punjab
144301,jalandhar,punjab
144302,jalandhar,punjab
144303,jalandhar,punjab
144305,hoshiarpur,punjab
144306,hoshiarpur,punjab
144311,jalandhar,punjab
144401,kapurthala,punjab
144402,kapurthala,punjab
144403,kapurthala,punjab
144404,hoshiarpur,punjab
144405,kapurthala,punjab
144406,hoshiarpur,punjab
144407,kapurthala,punjab
144408,kapurthala,punjab
144409,jalandhar,punjab
144410,jalandhar,punjab
144411,kapurthala,punjab
144415,shahid bhagat singh nagar,punjab
144416,jalandhar,punjab
144417,shahid bhagat singh nagar,punjab
144418,jalandhar,punjab
144419,jalandhar,punjab
144421,shahid bhagat singh nagar,punjab
144422,shahid bhagat singh nagar,punjab
144501,shahid bhagat singh nagar,punjab
144502,jalandhar,punjab
144503,shahid bhagat singh nagar,punjab
144504,shahid bhagat singh nagar,punjab
144505,shahid bhagat singh nagar,punjab
144506,shahid bhagat singh nagar,punjab
144507,shahid bhagat singh nagar,punjab
144508,shahid bhagat singh nagar,punjab
144509,shahid bhagat singh nagar,punjab
144510,shahid bhagat singh nagar,punjab
144511,shahid bhagat singh nagar,punjab
144512,shahid bhagat singh nagar,punjab
144513,shahid bhagat singh nagar,punjab
144514,shahid bhagat singh nagar,punjab
144515,shahid bhagat singh nagar,punjab
144516,shahid bhagat singh nagar,punjab
144517,shahid bhagat singh nagar,punjab
144518,shahid bhagat singh nagar,punjab
144519,hoshiarpur,punjab
144520,hoshiarpur,punjab
144521,shahid bhagat singh nagar,punjab
144522,shahid bhagat singh nagar,punjab
144523,hoshiarpur,punjab
144524,shahid bhagat singh nagar,punjab
144525,shahid bhagat singh nagar,punjab
144526,shahid bhagat singh nagar,punjab
144527,hoshiarpur,punjab
144528,hoshiarpur,punjab
144529,hoshiarpur,punjab
144530,hoshiarpur,punjab
144531,hoshiarpur,punjab
144532,hoshiarpur,punjab
144533,shahid bhagat singh nagar,punjab
144601,kapurthala,punjab
144602,kapurthala,punjab
144603,kapurthala,punjab
144606,kapurthala,punjab
144620,kapurthala,punjab
144621,kapurthala,punjab
144622,kapurthala,punjab
144623,jalandhar,punjab
144624,kapurthala,punjab
144625,jalandhar,punjab
144626,kapurthala,punjab
144628,kapurthala,punjab
144629,jalandhar,punjab
144630,jalandhar,punjab
144631,kapurthala,punjab
144632,kapurthala,punjab
144633,jalandhar,punjab
144701,jalandhar,punjab
144702,jalandhar,punjab
144703,jalandhar,punjab
144801,jalandhar,punjab
144802,kapurthala,punjab
144803,jalandhar,punjab
144804,kapurthala,punjab
144805,jalandhar,punjab
144806,jalandhar,punjab
144819,kapurthala,punjab
145001,pathankot,punjab
145002,gurdaspur,punjab
145022,pathankot,punjab
145023,pathankot,punjab
145024,pathankot,punjab
145025,pathankot,punjab
145026,pathankot,punjab
145027,pathankot,punjab
145029,pathankot,punjab
145101,pathankot,punjab
146001,hoshiarpur,punjab
146021,hoshiarpur,punjab
146022,hoshiarpur,punjab
146023,hoshiarpur,punjab
146024,hoshiarpur,punjab
146101,hoshiarpur,punjab
146102,hoshiarpur,punjab
146103,hoshiarpur,punjab
146104,hoshiarpur,punjab
146105,hoshiarpur,punjab
146106,hoshiarpur,punjab
146107,hoshiarpur,punjab
146108,hoshiarpur,punjab
146109,hoshiarpur,punjab
146110,hoshiarpur,punjab
146111,hoshiarpur,punjab
146112,hoshiarpur,punjab
146113,hoshiarpur,punjab
146114,hoshiarpur,punjab
146115,hoshiarpur,punjab
146116,hoshiarpur,punjab
147001,patiala,punjab
147002,patiala,punjab
147003,patiala,punjab
147004,patiala,punjab
147005,patiala,punjab
147006,patiala,punjab
147007,patiala,punjab
147008,patiala,punjab
147021,patiala,punjab
147101,patiala,punjab
147102,patiala,punjab
147103,patiala,punjab
147104,patiala,punjab
147105,patiala,punjab
147111,patiala,punjab
147201,patiala,punjab
147202,patiala,punjab
147203,fatehgarh sahib,punjab
147301,fatehgarh sahib,punjab
148001,sangrur,punjab
148002,sangrur,punjab
148017,sangrur,punjab
148018,malerkotla,punjab
148019,malerkotla,punjab
148020,malerkotla,punjab
148021,malerkotla,punjab
148022,malerkotla,punjab
148023,malerkotla,punjab
148024,sangrur,punjab
148025,sangrur,punjab
148026,sangrur,punjab
148027,sangrur,punjab
148028,sangrur,punjab
148029,sangrur,punjab
148030,sangrur,punjab
148031,sangrur,punjab
148033,sangrur,punjab
148034,sangrur,punjab
148035,sangrur,punjab
148100,barnala,punjab
148101,barnala,punjab
148102,barnala,punjab
148103,barnala,punjab
148104,barnala,punjab
148105,barnala,punjab
148106,sangrur,punjab
148107,barnala,punjab
148108,barnala,punjab
148109,barnala,punjab
151001,bathinda,punjab
151002,bathinda,punjab
151003,bathinda,punjab
151004,bathinda,punjab
151005,bathinda,punjab
151006,bathinda,punjab
151007,bathinda,punjab
151101,bathinda,punjab
151102,bathinda,punjab
151103,bathinda,punjab
151104,bathinda,punjab
151105,bathinda,punjab
151106,bathinda,punjab
151108,bathinda,punjab
151111,bathinda,punjab
151201,bathinda,punjab
151202,faridkot,punjab
151203,faridkot,punjab
151204,faridkot,punjab
151205,faridkot,punjab
151206,bathinda,punjab
151207,faridkot,punjab
151208,faridkot,punjab
151209,faridkot,punjab
151210,sri muktsar sahib,punjab
151211,sri muktsar sahib,punjab
151212,faridkot,punjab
151213,faridkot,punjab
151214,faridkot,punjab
151301,bathinda,punjab
151302,bathinda,punjab
151401,bathinda,punjab
151501,mansa,punjab
151502,mansa,punjab
151503,mansa,punjab
151504,mansa,punjab
151505,mansa,punjab
151506,mansa,punjab
151507,mansa,punjab
151508,mansa,punjab
151509,bathinda,punjab
151510,mansa,punjab
151511,bathinda,punjab
152001,firozepur,punjab
152002,firozepur,punjab
152003,firozepur,punjab
152004,firozepur,punjab
152005,firozepur,punjab
152020,fazilka,punjab
152021,firozepur,punjab
152022,firozepur,punjab
152023,firozepur,punjab
152024,fazilka,punjab
152025,sri muktsar sahib,punjab
152026,sri muktsar sahib,punjab
152028,firozepur,punjab
152031,sri muktsar sahib,punjab
152032,sri muktsar sahib,punjab
152033,fazilka,punjab
152101,sri muktsar sahib,punjab
152107,sri muktsar sahib,punjab
152112,sri muktsar sahib,punjab
152113,sri muktsar sahib,punjab
152114,sri muktsar sahib,punjab
152115,sri muktsar sahib,punjab
152116,fazilka,punjab
152117,fazilka,punjab
152118,fazilka,punjab
152121,fazilka,punjab
152122,fazilka,punjab
152123,fazilka,punjab
152124,fazilka,punjab
152128,fazilka,punjab
152132,fazilka,punjab
160001,chandigarh,chandigarh
160002,chandigarh,chandigarh
160003,chandigarh,chandigarh
160004,chandigarh,chandigarh
160006,chandigarh,chandigarh
160009,chandigarh,chandigarh
160011,chandigarh,chandigarh
160012,chandigarh,chandigarh
160014,chandigarh,chandigarh
160015,chandigarh,chandigarh
160017,chandigarh,chandigarh
160018,chandigarh,chandigarh
160019,chandigarh,chandigarh
160020,chandigarh,chandigarh
160022,chandigarh,chandigarh
160023,chandigarh,chandigarh
160025,chandigarh,chandigarh
160030,chandigarh,chandigarh
160036,chandigarh,chandigarh
160043,chandigarh,chandigarh
160047,chandigarh,chandigarh
160055,s.a.s nagar,punjab
160059,s.a.s nagar,punjab
160062,s.a.s nagar,punjab
160071,s.a.s nagar,punjab
160101,chandigarh,chandigarh
160102,chandigarh,chandigarh
160103,s.a.s nagar,punjab
160104,s.a.s nagar,punjab
171001,shimla,himachal pradesh
171002,shimla,himachal pradesh
171003,shimla,himachal pradesh
171004,shimla,himachal pradesh
171005,shimla,himachal pradesh
171006,shimla,himachal pradesh
171007,shimla,himachal pradesh
171008,shimla,himachal pradesh
171009,shimla,himachal pradesh
171010,shimla,himachal pradesh
171011,shimla,himachal pradesh
171012,shimla,himachal pradesh
171013,shimla,himachal pradesh
171014,shimla,himachal pradesh
171015,shimla,himachal pradesh
171018,shimla,himachal pradesh
171019,shimla,himachal pradesh
171102,solan,himachal pradesh
171103,shimla,himachal pradesh
171201,shimla,himachal pradesh
171202,shimla,himachal pradesh
171203,shimla,himachal pradesh
171204,shimla,himachal pradesh
171205,shimla,himachal pradesh
171206,shimla,himachal pradesh
171207,shimla,himachal pradesh
171208,shimla,himachal pradesh
171209,shimla,himachal pradesh
171210,shimla,himachal pradesh
171211,shimla,himachal pradesh
171212,shimla,himachal pradesh
171213,shimla,himachal pradesh
171214,shimla,himachal pradesh
171215,shimla,himachal pradesh
171216,shimla,himachal pradesh
171217,shimla,himachal pradesh
171218,shimla,himachal pradesh
171219,shimla,himachal pradesh
171220,shimla,himachal pradesh
171221,shimla,himachal pradesh
171222,shimla,himachal pradesh
171223,shimla,himachal pradesh
171224,shimla,himachal pradesh
171225,shimla,himachal pradesh
171226,shimla,himachal pradesh
171301,shimla,himachal pradesh
172001,shimla,himachal pradesh
172002,kullu,himachal pradesh
172021,shimla,himachal pradesh
172022,shimla,himachal pradesh
172023,kullu,himachal pradesh
172024,shimla,himachal pradesh
172025,kullu,himachal pradesh
172026,kullu,himachal pradesh
172027,shimla,himachal pradesh
172028,shimla,himachal pradesh
172029,shimla,himachal pradesh
172030,shimla,himachal pradesh
172031,shimla,himachal pradesh
172032,kullu,himachal pradesh
172033,kullu,himachal pradesh
172034,shimla,himachal pradesh
172101,shimla,himachal pradesh
172102,shimla,himachal pradesh
172103,kinnaur,himachal pradesh
172104,kinnaur,himachal pradesh
172105,kinnaur,himachal pradesh
172106,kinnaur,himachal pradesh
172107,kinnaur,himachal pradesh
172108,kinnaur,himachal pradesh
172109,kinnaur,himachal pradesh
172110,kinnaur,himachal pradesh
172111,kinnaur,himachal pradesh
172112,kinnaur,himachal pradesh
172113,lahul and spiti,himachal pradesh
172114,lahul and spiti,himachal pradesh
172115,kinnaur,himachal pradesh
172116,kinnaur,himachal pradesh
172117,lahul and spiti,himachal pradesh
172118,kinnaur,himachal pradesh
172201,shimla,himachal pradesh
173001,sirmaur,himachal pradesh
173021,sirmaur,himachal pradesh
173022,sirmaur,himachal pradesh
173023,sirmaur,himachal pradesh
173024,sirmaur,himachal pradesh
173025,sirmaur,himachal pradesh
173026,sirmaur,himachal pradesh
173027,sirmaur,himachal pradesh
173029,sirmaur,himachal pradesh
173030,sirmaur,himachal pradesh
173031,sirmaur,himachal pradesh
173032,sirmaur,himachal pradesh
173033,sirmaur,himachal pradesh
173101,sirmaur,himachal pradesh
173104,sirmaur,himachal pradesh
173201,solan,himachal pradesh
173202,solan,himachal pradesh
173204,solan,himachal pradesh
173205,solan,himachal pradesh
173206,solan,himachal pradesh
173207,solan,himachal pradesh
173208,solan,himachal pradesh
173209,solan,himachal pradesh
173210,solan,himachal pradesh
